,type,element_id,text,metadata,filename,page_number,coordinates,text_as_html,filetype,languages,last_modified,parent_id,label
92,NarrativeText,faa734276135b1dcfa7ba34b67df969b,Wave shape for a high pitched sound,"{'coordinates': {'points': ((1003.0, 767.0), (1003.0, 791.0), (1445.0, 791.0), (1445.0, 767.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 5, 'parent_id': 'd0bb9d5ece66312e17a32f4a72d2da29', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,d0bb9d5ece66312e17a32f4a72d2da29,
93,NarrativeText,05b12a343ff3e909bfbd0c8e1e982a83,Fig. 11.7: Low pitch sound has low frequency and high pitch of sound has high frequency.,"{'coordinates': {'points': ((895.0, 834.0), (895.0, 892.0), (1525.0, 892.0), (1525.0, 834.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 5, 'parent_id': 'd0bb9d5ece66312e17a32f4a72d2da29', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,d0bb9d5ece66312e17a32f4a72d2da29,
94,NarrativeText,c5430b404adfc1f82c0a8b32e71049e4,as shown in Fig. 11.6(c). For sound its unit will be that of density or pressure.,"{'coordinates': {'points': ((894.0, 922.0), (894.0, 987.0), (1523.0, 987.0), (1523.0, 922.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 5, 'parent_id': 'd0bb9d5ece66312e17a32f4a72d2da29', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,d0bb9d5ece66312e17a32f4a72d2da29,
95,NarrativeText,70048fd6dc0f8366df73af0ca7505eec,"The loudness or softness of a sound is determined basically by its amplitude. The amplitude of the sound wave depends upon the force with which an object is made to vibrate. If we strike a table lightly, we hear a soft sound because we produce a sound wave","{'coordinates': {'points': ((894.0, 995.0), (894.0, 1206.0), (1523.0, 1206.0), (1523.0, 995.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 5, 'parent_id': 'd0bb9d5ece66312e17a32f4a72d2da29', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,d0bb9d5ece66312e17a32f4a72d2da29,
96,NarrativeText,484c9259935c95aa751a92778e17eb20,Wave disturbance A Time Soft sound Wave disturbance A Time Louder sound Fig. 11.8: Soft sound has small amplitude and,"{'coordinates': {'points': ((892.0, 1243.0), (892.0, 1930.0), (1522.0, 1930.0), (1522.0, 1243.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 5, 'parent_id': 'd0bb9d5ece66312e17a32f4a72d2da29', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,d0bb9d5ece66312e17a32f4a72d2da29,
97,NarrativeText,7854b2d9d0562e5bd0767a64e4fba277,Jouder sound has large amplitude.,"{'coordinates': {'points': ((1048.0, 1936.0), (1048.0, 1960.0), (1453.0, 1960.0), (1453.0, 1936.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 5, 'parent_id': 'd0bb9d5ece66312e17a32f4a72d2da29', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,d0bb9d5ece66312e17a32f4a72d2da29,
98,UncategorizedText,7e4cc4718f7df70716bb931fdf0fc7d5,131,"{'coordinates': {'points': ((1426.0, 2022.0), (1426.0, 2039.0), (1466.0, 2039.0), (1466.0, 2022.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 5, 'parent_id': 'd0bb9d5ece66312e17a32f4a72d2da29', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,d0bb9d5ece66312e17a32f4a72d2da29,
99,NarrativeText,83115c846890326a52ee1bd1d1afa7be,of less energy (amplitude). If we hit the table hard we hear a louder sound. Can you tell why? A sound wave spreads out from its source. As it moves away from the source its amplitude as well as its loudness decreases. Louder sound can travel a larger distance as it is associated with higher energy. Fig. 11.8 shows the wave shapes of a loud and a soft sound of the same frequency.,"{'coordinates': {'points': ((176.0, 244.0), (176.0, 566.0), (809.0, 566.0), (809.0, 244.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'parent_id': 'd0bb9d5ece66312e17a32f4a72d2da29', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,d0bb9d5ece66312e17a32f4a72d2da29,
100,NarrativeText,dea2526c74c71d358137c6d27ca71675,The quality or timber of sound is that characteristic which enables us to distinguish one sound from another having the same pitch and loudness. The sound which is more pleasant is said to be of a rich quality. A sound of single frequency is called a tone. The sound which is produced due to a mixture of several frequencies is called a note and is pleasant to listen to. Noise is unpleasant to the ear! Music is pleasant to hear and is of rich quality.,"{'coordinates': {'points': ((176.0, 574.0), (176.0, 916.0), (809.0, 916.0), (809.0, 574.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'parent_id': 'd0bb9d5ece66312e17a32f4a72d2da29', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,d0bb9d5ece66312e17a32f4a72d2da29,
101,Title,69ebbdb4d318c4d9bf31aba20d5d3003,uestions,"{'coordinates': {'points': ((257.0, 948.0), (257.0, 982.0), (420.0, 982.0), (420.0, 948.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
102,ListItem,ea8a1736db9957628587bcb213831124,"1. Which wave property determines (a) loudness, (b) pitch?","{'coordinates': {'points': ((288.0, 1012.0), (288.0, 1075.0), (787.0, 1075.0), (787.0, 1012.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'parent_id': '69ebbdb4d318c4d9bf31aba20d5d3003', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,69ebbdb4d318c4d9bf31aba20d5d3003,
103,ListItem,f270c51ef776046cc73b4fe474342879,2. Guess which sound has a higher pitch: guitar or car horn?,"{'coordinates': {'points': ((284.0, 1082.0), (284.0, 1145.0), (789.0, 1145.0), (789.0, 1082.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'parent_id': '69ebbdb4d318c4d9bf31aba20d5d3003', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,69ebbdb4d318c4d9bf31aba20d5d3003,
104,NarrativeText,f2cbf0c03b68355471713afe3ed16658,"The speed of sound is defined as the distance which a point on a wave, such as a compression or a rarefaction, travels per unit time.","{'coordinates': {'points': ((178.0, 1218.0), (178.0, 1345.0), (805.0, 1345.0), (805.0, 1218.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'parent_id': '69ebbdb4d318c4d9bf31aba20d5d3003', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,69ebbdb4d318c4d9bf31aba20d5d3003,
105,NarrativeText,5ecd8659e6dfe96003ac14047ccbee51,"We know, speed, v= distance / time","{'coordinates': {'points': ((176.0, 1358.0), (176.0, 1421.0), (576.0, 1421.0), (576.0, 1358.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'parent_id': '69ebbdb4d318c4d9bf31aba20d5d3003', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,69ebbdb4d318c4d9bf31aba20d5d3003,
106,Title,13d0a7fc2a6047c20c0932957b939112,gi,"{'coordinates': {'points': ((381.0, 1443.0), (381.0, 1503.0), (406.0, 1503.0), (406.0, 1443.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
107,NarrativeText,f5d868a20e72116de42a45dda8874aa3,"Here (1 is the wavelength of the sound wave. It is the distance travelled by the sound wave in one time period (7) of the wave. Thus,","{'coordinates': {'points': ((177.0, 1540.0), (177.0, 1642.0), (805.0, 1642.0), (805.0, 1540.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'parent_id': '13d0a7fc2a6047c20c0932957b939112', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,13d0a7fc2a6047c20c0932957b939112,
108,ListItem,3de41f69773d109a82ca86cec9a62c5f,1. veny(: rr »|,"{'coordinates': {'points': ((380.0, 1662.0), (380.0, 1739.0), (611.0, 1739.0), (611.0, 1662.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'parent_id': '13d0a7fc2a6047c20c0932957b939112', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,13d0a7fc2a6047c20c0932957b939112,
109,NarrativeText,779efc44130e952ba29eb9c6b5d3731e,"or veAv That is, speed = wavelength x frequency. The speed of sound remains almost the same for all frequencies in a given medium under the same physical conditions.","{'coordinates': {'points': ((182.0, 1763.0), (182.0, 1931.0), (802.0, 1931.0), (802.0, 1763.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'parent_id': '13d0a7fc2a6047c20c0932957b939112', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,13d0a7fc2a6047c20c0932957b939112,
110,UncategorizedText,91b855c74c10a3091e3affeb54ce2245,132,"{'coordinates': {'points': ((234.0, 2022.0), (234.0, 2039.0), (275.0, 2039.0), (275.0, 2022.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'parent_id': '13d0a7fc2a6047c20c0932957b939112', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,13d0a7fc2a6047c20c0932957b939112,
111,NarrativeText,5dc10e785a7944a4125259bbf146d402,Example 11.1 A sound wave has a,"{'coordinates': {'points': ((873.0, 258.0), (873.0, 286.0), (1467.0, 286.0), (1467.0, 258.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'parent_id': '13d0a7fc2a6047c20c0932957b939112', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,13d0a7fc2a6047c20c0932957b939112,
112,NarrativeText,5ade10ee3b87536a9a2538ea0fcc1990,frequency of 2 kHz and wave length 35 cm. How long will it take to travel 1.5 km?,"{'coordinates': {'points': ((922.0, 292.0), (922.0, 384.0), (1466.0, 384.0), (1466.0, 292.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'parent_id': '13d0a7fc2a6047c20c0932957b939112', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,13d0a7fc2a6047c20c0932957b939112,
113,Title,db4caf848f880020964992a8b0fcb81b,Solution:,"{'coordinates': {'points': ((875.0, 418.0), (875.0, 440.0), (1010.0, 440.0), (1010.0, 418.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
114,NarrativeText,d2ce8d73f878110ea839ca6a58090c41,"Given, Frequency, v = 2 kHz = 2000 Hz Wavelength, 1 = 35cm = 0.35 m We know that speed, vof the wave = wavelength x frequency ve=av =0.35m 2000 Hz=700 m/s The time taken by the wave to travel a distance, dof 1.5 km is","{'coordinates': {'points': ((923.0, 471.0), (923.0, 784.0), (1469.0, 784.0), (1469.0, 471.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'parent_id': 'db4caf848f880020964992a8b0fcb81b', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,db4caf848f880020964992a8b0fcb81b,
115,UncategorizedText,c52fa857db75741ef72a3d9388948a21,d 1.5x1000 m 15 FO =—s=2.15. v 700ms 7,"{'coordinates': {'points': ((967.0, 806.0), (967.0, 868.0), (1433.0, 868.0), (1433.0, 806.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'parent_id': 'db4caf848f880020964992a8b0fcb81b', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,db4caf848f880020964992a8b0fcb81b,
116,NarrativeText,c1f12e1aa0be538be55f4668c77ba933,Thus sound will take 2.1 s to travel a,"{'coordinates': {'points': ((923.0, 883.0), (923.0, 904.0), (1469.0, 904.0), (1469.0, 883.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'parent_id': 'db4caf848f880020964992a8b0fcb81b', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,db4caf848f880020964992a8b0fcb81b,
117,Title,fad294b3f333fce64fac5cf471c31484,distance of 1.5 km.,"{'coordinates': {'points': ((925.0, 918.0), (925.0, 940.0), (1197.0, 940.0), (1197.0, 918.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
118,Title,d6d94b56f8e25a9a90f631365ba5a975,t=,"{'coordinates': {'points': ((911.0, 825.0), (911.0, 844.0), (950.0, 844.0), (950.0, 825.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
119,Title,4fa04c2ef0abb606cb8cb541690892eb,uestions,"{'coordinates': {'points': ((937.0, 999.0), (937.0, 1033.0), (1089.0, 1033.0), (1089.0, 999.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
120,ListItem,3536dec200c7727f7b8b8ce5836c9d71,"1. What are wavelength, frequency, time period and amplitude of a sound wave?","{'coordinates': {'points': ((969.0, 1060.0), (969.0, 1154.0), (1466.0, 1154.0), (1466.0, 1060.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'parent_id': '4fa04c2ef0abb606cb8cb541690892eb', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,4fa04c2ef0abb606cb8cb541690892eb,
121,NarrativeText,f623d8ed2ce4b37479ab4a1a304aac50,2.\How are the wavelength and frequency of a sound wave related to its speed?,"{'coordinates': {'points': ((965.0, 1168.0), (965.0, 1265.0), (1469.0, 1265.0), (1469.0, 1168.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'parent_id': '4fa04c2ef0abb606cb8cb541690892eb', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,4fa04c2ef0abb606cb8cb541690892eb,
122,ListItem,fa4d007f3e70061b833479515639d647,3. Calculate the wavelength of a sound wave whose frequency is 220 Hz and speed is 440 m/s in a given medium.,"{'coordinates': {'points': ((966.0, 1272.0), (966.0, 1404.0), (1467.0, 1404.0), (1467.0, 1272.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'parent_id': '4fa04c2ef0abb606cb8cb541690892eb', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,4fa04c2ef0abb606cb8cb541690892eb,
123,ListItem,032bcd6d067d2f3f0b869c2532e6b3ff,4. A person is listening to a tone of 500 Hz sitting at a distance of 450 m from the source of the sound. What is the time interval between successive compressions from the source?,"{'coordinates': {'points': ((966.0, 1411.0), (966.0, 1605.0), (1474.0, 1605.0), (1474.0, 1411.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'parent_id': '4fa04c2ef0abb606cb8cb541690892eb', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,4fa04c2ef0abb606cb8cb541690892eb,
124,NarrativeText,68d5912a11f88c6f759a5700d5744431,"The amount of sound energy passing each second through unit area is called the intensity of sound. We sometimes use the terms “loudness” and “intensity” interchangeably, but they are not the same. Loudness is a measure of the response of the ear to the sound. Even when two sounds are of equal intensity, we may hear one as louder than the other simply because our ear detects it better.","{'coordinates': {'points': ((857.0, 1636.0), (857.0, 1942.0), (1486.0, 1942.0), (1486.0, 1636.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'parent_id': '4fa04c2ef0abb606cb8cb541690892eb', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,4fa04c2ef0abb606cb8cb541690892eb,
125,Title,ffc29f2635a6ebcd6e670cc7eefbefb4,SCIENCE,"{'coordinates': {'points': ((1407.0, 2023.0), (1407.0, 2039.0), (1485.0, 2039.0), (1485.0, 2023.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
126,Title,efa79af496bb75984e506a484b34ca55,Rationalised 2023-24,"{'coordinates': {'points': ((746.0, 2193.0), (746.0, 2209.0), (954.0, 2209.0), (954.0, 2193.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 6, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
127,Title,4a61f77d79c55f624d4916bd00966361,uestion,"{'coordinates': {'points': ((279.0, 225.0), (279.0, 260.0), (424.0, 260.0), (424.0, 225.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
128,ListItem,3e4df1b4ac7776f58006cf80b604a8da,1. Distinguish between loudness and intensity of sound.,"{'coordinates': {'points': ((327.0, 290.0), (327.0, 352.0), (826.0, 352.0), (826.0, 290.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'parent_id': '4a61f77d79c55f624d4916bd00966361', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,4a61f77d79c55f624d4916bd00966361,
129,Title,e5e2d22b50d52ddcdcaf5193e4cfd131,11.2.3 SPEED OF SOUND IN DIFFERENT MEDIA,"{'coordinates': {'points': ((222.0, 389.0), (222.0, 463.0), (844.0, 463.0), (844.0, 389.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
130,NarrativeText,016f610795b37aa4c4a07c82eb8d5d82,"Sound propagates through a medium at a finite speed. The sound of a thunder is heard a little later than the flash of light is seen. So, we can make out that sound travels with a speed which is much less than the speed of light. The speed of sound depends on the properties of the medium through which it travels. You will learn about this dependence in higher classes. The speed of sound in a medium depends on temperature of the medium. The speed of sound decreases when we go from solid to gaseous state. In any medium as we increase the temperature, the speed of sound increases. For example, the speed of sound in air is 331 ms! at0°C and 344ms"" at 22 °C. The speeds of sound at a particular temperature in various media are listed in Table 11.1. You need not memorise the values.","{'coordinates': {'points': ((218.0, 492.0), (218.0, 1108.0), (847.0, 1108.0), (847.0, 492.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'parent_id': 'e5e2d22b50d52ddcdcaf5193e4cfd131', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,e5e2d22b50d52ddcdcaf5193e4cfd131,
131,Title,62a2a20f47b3876e69b0f5246701d64e,Table 11.1: Speed of sound in different media at 25 °C,"{'coordinates': {'points': ((235.0, 1155.0), (235.0, 1219.0), (827.0, 1219.0), (827.0, 1155.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
132,Title,092bc97f6f09230b829cc619b36cecfc,Substance,"{'coordinates': {'points': ((376.0, 1268.0), (376.0, 1289.0), (536.0, 1289.0), (536.0, 1268.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
133,Title,cac6fa3eeff2edcedf3bdf2b6bd56159,Speed in m/s,"{'coordinates': {'points': ((629.0, 1268.0), (629.0, 1296.0), (838.0, 1296.0), (838.0, 1268.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
134,Title,036a96781d26252f9cb4abc59eaaf2f8,‘Sound,"{'coordinates': {'points': ((218.0, 2022.0), (218.0, 2040.0), (282.0, 2040.0), (282.0, 2022.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
135,Title,c6ad0a53b6fc6755c19e74b9dd9e787e,Rationalised 2023-24,"{'coordinates': {'points': ((746.0, 2193.0), (746.0, 2209.0), (954.0, 2209.0), (954.0, 2193.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
136,Title,4f23d94a2df3eb77da1da0aaa3dcf975,uestion,"{'coordinates': {'points': ((957.0, 234.0), (957.0, 269.0), (1102.0, 269.0), (1102.0, 234.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
137,ListItem,71c985f0766c1e8c060cab908b165164,"1. In which of the three media, air, water or iron, does sound travel the fastest at a particular temperature?","{'coordinates': {'points': ((1006.0, 298.0), (1006.0, 431.0), (1508.0, 431.0), (1508.0, 298.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'parent_id': '4f23d94a2df3eb77da1da0aaa3dcf975', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,4f23d94a2df3eb77da1da0aaa3dcf975,
138,Title,ff87e13344b141c32399e54052359120,11.3 Reflection of Sound,"{'coordinates': {'points': ((899.0, 487.0), (899.0, 522.0), (1358.0, 522.0), (1358.0, 487.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
